pad,value,1973,1974,1975,1976,1977,1978,1980,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1993,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,ROW TOTAL
Column percent,67,0,0,0,0,0.2,0.2,0,0.5,0.5,0,0,0,0,0.1,0,0.2,0.2,0.1,0.1,0.2,0.1,0,0,0,0.1,0.1,0.3,0,0,0.1,0,0.1
Column percent,68,0,0.1,0.4,0.1,0,0,0.2,0.3,0,0,0,0.1,0,0,0.2,0.3,0.4,0.1,0.1,0.2,0.3,0.1,0.1,0.1,0,0.3,0.3,0.2,0.1,0.3,0.1,0.1
Column percent,69,0,0,0,0,0,0.1,0.1,0,0,0.1,0.1,0.2,0,0,0,0,0,0,0.1,0,0,0,0,0.2,0,0,0,0,0,0,0,0
Column percent,70,1.7,0.7,0.6,1.2,0.7,0.9,2.3,0.6,1.1,1.1,1.4,1.6,0.8,1.8,1,1.5,0.8,1.6,1.2,1.8,2,1.2,1.6,1.6,1.7,1.3,1.6,2,1.7,1.5,1.5,1.4
Column percent,71,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
Column percent,72,0.5,0.2,0.2,0.1,0.3,0.9,0.4,0.2,0.6,0.7,0.2,0.5,0.2,0.2,0.3,0.1,0.5,0.1,0.3,0.1,0.3,0.4,0.5,0.3,0.2,0.3,0.2,0.2,0.1,0.3,0.2,0.3
Column percent,73,0,0,0,0,0.1,0,0,0,0.4,0.1,0,0,0,0,0.2,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
Column percent,74,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0.2,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0.2,0.1,0,0,0,0,0
Column percent,75,0.2,0.4,0,0.1,0.2,0.6,0.3,0.2,0.1,0.7,0.6,0.5,0.4,0.2,0.8,0.4,0.4,0.6,0.2,0.2,0.3,0.2,0.4,0.5,0.5,0.1,0.3,0.2,0.3,0.4,0.3,0.3
Column percent,76,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0.2,0.1,0.1,0,0,0,0,0,0,0,0,0,0.1,0
Column percent,77,0,0,0.2,0,0,0,0,0,0.3,0,0,0,0,0.1,0,0.2,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0,0
Column percent,78,0,0,0.1,0,0,0.1,0,0,0,0,0.2,0,0.1,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0.1,0.1,0,0,0,0,0,0
Column percent,79,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0
Column percent,80,0.5,0.6,0.6,0.3,1,0.5,1.1,0.8,0.7,0.2,0.9,0.8,0.9,0.8,1,0.2,1,1.5,1.2,1.1,0.7,0.9,0.5,1.4,1.4,1.6,0.3,1.6,1,0.6,0.3,0.9
Column percent,81,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Column percent,82,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0.1,0,0,0.1,0.1,0,0,0,0,0.1,0,0.1,0,0,0,0,0
Column percent,83,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.1,0,0
Column percent,84,0.2,0.1,0,0,0.2,0.6,0,0.1,0.4,0.1,0.8,0.1,0.1,0.1,0.1,0.5,0.2,0,0.1,0.1,0.1,0.1,0.4,0.2,0,0,0.1,0,0.1,0.3,0.1,0.1
Column percent,85,0,0.1,0,0.3,0,0,0,0.1,0,0.1,0.1,0.1,0.2,0.1,0,0.1,0,0,0,0.1,0,0.2,0.2,0.2,0.3,0.2,0.1,0.1,0,0,0,0.1
Column percent,86,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0.1,0.1,0.3,0,0.1,0,0.1,0,0.2,0.2,0.1
Column percent,87,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0
Column percent,88,0,0,0,0,0,0.1,0,0,0.3,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0
Column percent,89 80+ hours,0.5,0.2,1.1,0.6,0.2,1.2,1.4,0.6,0.9,1,0.7,0.9,0.9,0.5,0.7,0.2,0.7,0.3,0.7,0.9,0.7,0.7,0.8,0.6,0.8,0.9,1,0.6,0.9,0.6,0.8,0.7
Column percent,COL TOTAL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
